suicides100kpop,age,sex,HDI for year,gdp_per_capita ($)
37.04,55,0,0.884,42859
31,35,0,0.884,42859
24.44,25,0,0.884,42859
22.73,75,1,0.884,42859
20.08,15,0,0.884,42859
15.13,55,1,0.884,42859
11.82,35,1,0.884,42859
6.73,25,1,0.884,42859
5.15,15,1,0.884,42859
0.49,5,1,0.884,42859
0.46,5,0,0.884,42859
77.32,75,0,0.875,42923
37.65,55,0,0.875,42923
33.65,35,0,0.875,42923
29.16,75,1,0.875,42923
25.98,25,0,0.875,42923
23.09,15,0,0.875,42923
14.67,55,1,0.875,42923
11.36,35,1,0.875,42923
7.52,25,1,0.875,42923
5.65,15,1,0.875,42923
0.47,5,0,0.875,42923
0.25,5,1,0.875,42923
51.75,75,0,0.901,43129
26.27,35,0,0.901,43129
23.79,55,0,0.901,43129
12.75,25,0,0.901,43129
10.93,75,1,0.901,43129
10.39,55,1,0.901,43129
7.98,15,0,0.901,43129
5.63,35,1,0.901,43129
5.15,25,1,0.901,43129
2.06,15,1,0.901,43129
0,5,1,0.901,43129
0,5,0,0.901,43129
49.58,75,0,0.938,43201
24.42,55,0,0.938,43201
19.12,35,0,0.938,43201
13.51,25,0,0.938,43201
11.89,75,1,0.938,43201
9.03,55,1,0.938,43201
8.32,15,0,0.938,43201
6.89,35,1,0.938,43201
3.81,25,1,0.938,43201
3.24,15,1,0.938,43201
0.37,5,1,0.938,43201
0.16,5,0,0.938,43201
29.98,75,0,0.881,43318
28.11,75,1,0.881,43318
22.41,55,0,0.881,43318
19.17,35,0,0.881,43318
14.26,55,1,0.881,43318
9.36,25,0,0.881,43318
8.93,35,1,0.881,43318
8.2,25,1,0.881,43318
6.24,15,0,0.881,43318
1.29,15,1,0.881,43318
0.41,5,1,0.881,43318
0.39,5,0,0.881,43318
82.65,75,0,0.89,43419
39.06,55,0,0.89,43419
31.02,75,1,0.89,43419
29.55,35,0,0.89,43419
27.54,25,0,0.89,43419
19.56,55,1,0.89,43419
17.79,15,0,0.89,43419
13.61,35,1,0.89,43419
6.66,15,1,0.89,43419
6.02,25,1,0.89,43419
0.24,5,1,0.89,43419
0,5,0,0.89,43419
41.21,35,0,0.909,43487
39.89,55,0,0.909,43487
34.28,25,0,0.909,43487
32.5,75,0,0.909,43487
32.2,15,0,0.909,43487
14.12,35,1,0.909,43487
12.75,55,1,0.909,43487
10.52,25,1,0.909,43487
9.13,75,1,0.909,43487
5.92,15,1,0.909,43487
0.95,5,0,0.909,43487
0.33,5,1,0.909,43487
46.56,75,0,0.906,43614
25.22,55,0,0.906,43614
20.46,35,0,0.906,43614
14.88,25,0,0.906,43614
12.59,75,1,0.906,43614
10.08,15,0,0.906,43614
8.49,55,1,0.906,43614
6.54,35,1,0.906,43614
3.68,25,1,0.906,43614
2.94,15,1,0.906,43614
0.57,5,0,0.906,43614
0.16,5,1,0.906,43614
78.95,75,0,0.8,43740
25.81,75,1,0.8,43740
24.94,55,1,0.8,43740
20.96,55,0,0.8,43740
18.8,35,1,0.8,43740
16.04,35,0,0.8,43740
14.45,25,0,0.8,43740
12.08,25,1,0.8,43740
8.4,15,1,0.8,43740
7.94,15,0,0.8,43740
0,5,1,0.8,43740
0,5,0,0.8,43740
3.31,25,0,0.816,43774
2.59,15,0,0.816,43774
2.19,15,1,0.816,43774
2.02,35,0,0.816,43774
1.91,55,0,0.816,43774
1.76,35,1,0.816,43774
1.06,55,1,0.816,43774
1.02,25,1,0.816,43774
0,5,1,0.816,43774
0,75,1,0.816,43774
0,5,0,0.816,43774
0,75,0,0.816,43774
86.42,75,0,0.88,43872
43.68,55,0,0.88,43872
31.01,35,0,0.88,43872
28.45,25,0,0.88,43872
22.47,75,1,0.88,43872
21.81,15,0,0.88,43872
15.06,55,1,0.88,43872
12.36,35,1,0.88,43872
5.65,15,1,0.88,43872
5.33,25,1,0.88,43872
0.69,5,0,0.88,43872
0.49,5,1,0.88,43872
21.17,75,0,0.891,44289
20.1,35,0,0.891,44289
16.25,55,0,0.891,44289
13.35,25,0,0.891,44289
9.32,35,1,0.891,44289
8.17,55,1,0.891,44289
7.86,15,0,0.891,44289
7.2,75,1,0.891,44289
5.13,25,1,0.891,44289
3.44,15,1,0.891,44289
1.08,5,0,0.891,44289
0.21,5,1,0.891,44289
53.33,75,0,0.81,44320
40.16,15,0,0.81,44320
38.39,35,0,0.81,44320
19.61,55,1,0.81,44320
17.54,55,0,0.81,44320
17.19,25,0,0.81,44320
9.23,35,1,0.81,44320
6.54,75,1,0.81,44320
5.97,25,1,0.81,44320
0,15,1,0.81,44320
0,5,1,0.81,44320
0,5,0,0.81,44320
16.18,35,0,0.89,44372
14.25,25,0,0.89,44372
12.29,75,0,0.89,44372
10.58,55,0,0.89,44372
7.35,15,0,0.89,44372
4.73,35,1,0.89,44372
4.07,25,1,0.89,44372
3.8,55,1,0.89,44372
3.41,75,1,0.89,44372
2.28,15,1,0.89,44372
0.11,5,1,0.89,44372
0.11,5,0,0.89,44372
28.56,15,0,0.873,44473
25.51,35,0,0.873,44473
19.26,25,0,0.873,44473
18.71,55,0,0.873,44473
13.59,75,0,0.873,44473
6.97,35,1,0.873,44473
6.75,55,1,0.873,44473
5.07,25,1,0.873,44473
4.73,15,1,0.873,44473
4.16,75,1,0.873,44473
0.75,5,1,0.873,44473
0.71,5,0,0.873,44473
18.69,35,0,0.901,44491
13.1,25,0,0.901,44491
11.32,55,0,0.901,44491
10.28,75,0,0.901,44491
8.17,15,0,0.901,44491
4.74,35,1,0.901,44491
3.53,55,1,0.901,44491
3.27,25,1,0.901,44491
2.5,15,1,0.901,44491
2.35,75,1,0.901,44491
0.22,5,0,0.901,44491
0.12,5,1,0.901,44491
18.3,35,0,0.901,44585
14.01,25,0,0.901,44585
11.56,55,0,0.901,44585
10.52,75,0,0.901,44585
8.66,15,0,0.901,44585
4.55,35,1,0.901,44585
3.56,25,1,0.901,44585
3.13,55,1,0.901,44585
3.12,75,1,0.901,44585
1.73,15,1,0.901,44585
0.27,5,0,0.901,44585
0.06,5,1,0.901,44585
65.04,75,0,0.881,44747
36.6,35,0,0.881,44747
31.61,55,0,0.881,44747
21.02,25,0,0.881,44747
13.11,75,1,0.881,44747
13.1,55,1,0.881,44747
12.29,35,1,0.881,44747
9.78,15,0,0.881,44747
4.53,25,1,0.881,44747
3.06,15,1,0.881,44747
0.58,5,0,0.881,44747
0.45,5,1,0.881,44747
35.22,75,0,0.9,44831
26.28,55,0,0.9,44831
24.18,35,0,0.9,44831
16.2,15,0,0.9,44831
14.22,25,0,0.9,44831
10.96,55,1,0.9,44831
8.84,75,1,0.9,44831
8.59,35,1,0.9,44831
6.04,15,1,0.9,44831
5.61,25,1,0.9,44831
0.74,5,1,0.9,44831
0.53,5,0,0.9,44831
29.62,75,0,0.93,44862
26.98,35,0,0.93,44862
25.75,25,0,0.93,44862
23.88,55,0,0.93,44862
17.77,15,0,0.93,44862
8.89,25,1,0.93,44862
8.06,35,1,0.93,44862
7.73,55,1,0.93,44862
7.1,75,1,0.93,44862
3.77,15,1,0.93,44862
1.64,5,0,0.93,44862
0,5,1,0.93,44862
37.11,75,0,0.898,44867
23.88,35,0,0.898,44867
22.25,55,0,0.898,44867
20.37,25,0,0.898,44867
16.77,15,0,0.898,44867
7.86,35,1,0.898,44867
5.18,55,1,0.898,44867
4.73,25,1,0.898,44867
3.81,75,1,0.898,44867
3.55,15,1,0.898,44867
0.9,5,0,0.898,44867
0.49,5,1,0.898,44867
65.24,75,0,0.886,45002
34.29,35,0,0.886,45002
30.26,55,0,0.886,45002
17.84,25,0,0.886,45002
12.66,75,1,0.886,45002
10.92,55,1,0.886,45002
10.29,35,1,0.886,45002
9.2,15,0,0.886,45002
4.63,25,1,0.886,45002
2.81,15,1,0.886,45002
0.55,5,0,0.886,45002
0.29,5,1,0.886,45002
4.96,55,1,0.827,45110
2.77,25,0,0.827,45110
2.41,35,0,0.827,45110
1.87,35,1,0.827,45110
1.75,55,0,0.827,45110
1.3,25,1,0.827,45110
1.18,15,0,0.827,45110
0.31,15,1,0.827,45110
0,5,1,0.827,45110
0,75,1,0.827,45110
0,5,0,0.827,45110
0,75,0,0.827,45110
46.69,75,0,0.915,45142
24.35,55,0,0.915,45142
19.24,35,0,0.915,45142
13.71,25,0,0.915,45142
12.34,75,1,0.915,45142
9.52,15,0,0.915,45142
8.66,55,1,0.915,45142
6.7,35,1,0.915,45142
3.8,25,1,0.915,45142
2.76,15,1,0.915,45142
0.29,5,0,0.915,45142
0.25,5,1,0.915,45142
37.83,75,0,0.892,45179
33.88,25,0,0.892,45179
25.95,55,0,0.892,45179
25.24,35,0,0.892,45179
25.1,15,0,0.892,45179
11.76,35,1,0.892,45179
11.15,55,1,0.892,45179
4.56,5,0,0.892,45179
4.43,25,1,0.892,45179
4.37,15,1,0.892,45179
0,5,1,0.892,45179
0,75,1,0.892,45179
7.36,35,0,0.822,45517
3.14,25,0,0.822,45517
2.94,15,0,0.822,45517
1.81,25,1,0.822,45517
0,15,1,0.822,45517
0,35,1,0.822,45517
0,5,1,0.822,45517
0,55,1,0.822,45517
0,75,1,0.822,45517
0,5,0,0.822,45517
0,55,0,0.822,45517
0,75,0,0.822,45517
37.61,75,0,0.892,45563
26.28,55,0,0.892,45563
23.97,35,0,0.892,45563
16.15,25,0,0.892,45563
12.2,55,1,0.892,45563
11.95,15,0,0.892,45563
11.26,35,1,0.892,45563
9.86,75,1,0.892,45563
7.04,25,1,0.892,45563
6.64,15,1,0.892,45563
0.9,5,0,0.892,45563
0.76,5,1,0.892,45563
20.13,35,0,0.902,45594
13.99,55,0,0.902,45594
13.56,25,0,0.902,45594
12.31,75,0,0.902,45594
7.92,15,0,0.902,45594
5.08,35,1,0.902,45594
3.43,75,1,0.902,45594
3.39,55,1,0.902,45594
2.85,25,1,0.902,45594
2.02,15,1,0.902,45594
0.13,5,0,0.902,45594
0.11,5,1,0.902,45594
53.17,75,0,0.838,46043
35.71,55,0,0.838,46043
34.45,75,1,0.838,46043
30.5,35,0,0.838,46043
20.13,25,0,0.838,46043
17.32,55,1,0.838,46043
11.25,15,0,0.838,46043
11.03,35,1,0.838,46043
8.16,25,1,0.838,46043
5.47,15,1,0.838,46043
0.6,5,0,0.838,46043
0.34,5,1,0.838,46043
27.53,75,0,0.912,46049
22.05,25,0,0.912,46049
21.86,55,0,0.912,46049
17.84,35,0,0.912,46049
17.64,15,0,0.912,46049
9.78,55,1,0.912,46049
7.37,35,1,0.912,46049
7.05,25,1,0.912,46049
5.63,15,1,0.912,46049
3.62,75,1,0.912,46049
0.63,5,0,0.912,46049
0,5,1,0.912,46049
24,35,0,0.911,46198
23.49,15,0,0.911,46198
22.83,75,0,0.911,46198
19.26,25,0,0.911,46198
17.43,55,0,0.911,46198
12.01,15,1,0.911,46198
9.92,35,1,0.911,46198
7.4,25,1,0.911,46198
4.24,55,1,0.911,46198
3.28,75,1,0.911,46198
0.69,5,1,0.911,46198
0,5,0,0.911,46198
1.69,25,1,0.812,46203
1.56,55,0,0.812,46203
1.54,15,0,0.812,46203
1.46,25,0,0.812,46203
1.3,5,1,0.812,46203
1.16,35,0,0.812,46203
1.01,35,1,0.812,46203
0.86,15,1,0.812,46203
0.83,5,0,0.812,46203
0,55,1,0.812,46203
0,75,1,0.812,46203
0,75,0,0.812,46203
73.71,75,0,0.91,46484
32.13,55,0,0.91,46484
24.46,35,0,0.91,46484
15.16,75,1,0.91,46484
13.2,25,0,0.91,46484
11.74,15,0,0.91,46484
10.01,55,1,0.91,46484
6.21,35,1,0.91,46484
3.87,15,1,0.91,46484
3.64,25,1,0.91,46484
0.25,5,1,0.91,46484
0.24,5,0,0.91,46484
4.99,25,0,0.799,46890
3.24,35,0,0.799,46890
2.32,25,1,0.799,46890
1.97,55,1,0.799,46890
1.28,35,1,0.799,46890
1.1,15,1,0.799,46890
0.93,15,0,0.799,46890
0,5,1,0.799,46890
0,75,1,0.799,46890
0,5,0,0.799,46890
0,55,0,0.799,46890
0,75,0,0.799,46890
60.97,75,0,0.887,46922
33.77,35,0,0.887,46922
30.69,55,0,0.887,46922
18.07,25,0,0.887,46922
11.7,75,1,0.887,46922
11.4,55,1,0.887,46922
9.8,35,1,0.887,46922
8.05,15,0,0.887,46922
4.03,25,1,0.887,46922
3.11,15,1,0.887,46922
0.45,5,0,0.887,46922
0.29,5,1,0.887,46922
68.9,75,0,0.915,46976
31.22,55,0,0.915,46976
20.29,35,0,0.915,46976
14.19,25,0,0.915,46976
12.75,75,1,0.915,46976
11.03,15,0,0.915,46976
9.81,55,1,0.915,46976
7.46,35,1,0.915,46976
4.51,15,1,0.915,46976
3.07,25,1,0.915,46976
45.52,55,0,0.884,47059
42.91,35,0,0.884,47059
40.93,75,0,0.884,47059
32.51,25,0,0.884,47059
20.79,15,0,0.884,47059
19.15,75,1,0.884,47059
16.43,55,1,0.884,47059
14.33,35,1,0.884,47059
13.36,25,1,0.884,47059
8.45,15,1,0.884,47059
0.72,5,0,0.884,47059
0.38,5,1,0.884,47059
17.22,35,0,0.894,47163
14.26,25,0,0.894,47163
11.13,55,0,0.894,47163
11.1,75,0,0.894,47163
7.5,15,0,0.894,47163
4.6,35,1,0.894,47163
3.79,55,1,0.894,47163
3.49,25,1,0.894,47163
3,75,1,0.894,47163
1.89,15,1,0.894,47163
0.11,5,0,0.894,47163
0.08,5,1,0.894,47163
24.66,75,0,0.932,47206
21.26,55,0,0.932,47206
21.12,35,0,0.932,47206
13.97,25,0,0.932,47206
11.01,55,1,0.932,47206
8.97,35,1,0.932,47206
8.41,15,0,0.932,47206
7.14,75,1,0.932,47206
6.31,25,1,0.932,47206
3.34,15,1,0.932,47206
0.64,5,1,0.932,47206
0.1,5,0,0.932,47206
18.17,35,0,0.924,47240
13.52,25,0,0.924,47240
13.49,55,0,0.924,47240
12.4,75,0,0.924,47240
9.01,15,0,0.924,47240
5.33,35,1,0.924,47240
4.32,55,1,0.924,47240
4.1,25,1,0.924,47240
3.52,75,1,0.924,47240
2.62,15,1,0.924,47240
0.16,5,1,0.924,47240
0.1,5,0,0.924,47240
24.39,75,0,0.906,47281
18.66,35,0,0.906,47281
15.27,55,0,0.906,47281
13.69,25,0,0.906,47281
9.13,15,0,0.906,47281
8.44,55,1,0.906,47281
8.42,35,1,0.906,47281
6.36,75,1,0.906,47281
4.89,25,1,0.906,47281
3.53,15,1,0.906,47281
0.31,5,1,0.906,47281
0.1,5,0,0.906,47281
59,75,0,0.888,47318
30.1,35,0,0.888,47318
27.42,55,0,0.888,47318
17.54,25,0,0.888,47318
11.53,75,1,0.888,47318
10.19,55,1,0.888,47318
9.04,35,1,0.888,47318
7.34,15,0,0.888,47318
4.27,25,1,0.888,47318
2.48,15,1,0.888,47318
0.34,5,0,0.888,47318
0.31,5,1,0.888,47318
51.69,75,0,0.883,47355
39.45,35,0,0.883,47355
32.82,55,0,0.883,47355
26.42,25,0,0.883,47355
15.7,35,1,0.883,47355
14.96,55,1,0.883,47355
14.77,15,0,0.883,47355
10.74,75,1,0.883,47355
7.21,25,1,0.883,47355
4.94,15,1,0.883,47355
1.14,5,0,0.883,47355
0.34,5,1,0.883,47355
37.92,75,0,0.897,47423
24.12,35,0,0.897,47423
22.41,55,0,0.897,47423
19.91,25,0,0.897,47423
16.16,15,0,0.897,47423
7.38,35,1,0.897,47423
5.28,55,1,0.897,47423
4.69,25,1,0.897,47423
3.99,75,1,0.897,47423
3.49,15,1,0.897,47423
0.99,5,0,0.897,47423
0.34,5,1,0.897,47423
51.74,75,0,0.889,47678
38.85,35,0,0.889,47678
33.85,55,0,0.889,47678
26.69,25,0,0.889,47678
15.65,55,1,0.889,47678
14.68,15,0,0.889,47678
13.99,35,1,0.889,47678
10.17,75,1,0.889,47678
6.29,25,1,0.889,47678
4.24,15,1,0.889,47678
0.5,5,1,0.889,47678
0.48,5,0,0.889,47678
47.38,75,0,0.911,47947
27.01,55,0,0.911,47947
20.47,35,0,0.911,47947
13.66,25,0,0.911,47947
13.02,75,1,0.911,47947
9.91,15,0,0.911,47947
7.98,55,1,0.911,47947
6.21,35,1,0.911,47947
3.87,25,1,0.911,47947
2.75,15,1,0.911,47947
0.31,5,0,0.911,47947
0.25,5,1,0.911,47947
30.53,25,0,0.897,48083
24.37,75,0,0.897,48083
20.71,55,0,0.897,48083
18.74,35,0,0.897,48083
13.9,55,1,0.897,48083
12.39,15,0,0.897,48083
8.99,25,1,0.897,48083
8.71,15,1,0.897,48083
7.07,35,1,0.897,48083
0,5,1,0.897,48083
0,75,1,0.897,48083
0,5,0,0.897,48083
22.72,75,0,0.933,48108
21.75,55,0,0.933,48108
20.41,35,0,0.933,48108
14.97,25,0,0.933,48108
11.14,75,1,0.933,48108
10.26,55,1,0.933,48108
9.29,35,1,0.933,48108
7.21,15,0,0.933,48108
6.23,25,1,0.933,48108
3.41,15,1,0.933,48108
66.9,75,0,0.884,48217
37.1,35,0,0.884,48217
32.52,55,0,0.884,48217
20.24,25,0,0.884,48217
12.62,75,1,0.884,48217
12.26,55,1,0.884,48217
11.63,35,1,0.884,48217
9.37,15,0,0.884,48217
4.35,25,1,0.884,48217
3.27,15,1,0.884,48217
0.58,5,0,0.884,48217
0.34,5,1,0.884,48217
48.73,75,0,0.915,48563
25.54,55,0,0.915,48563
20.11,35,0,0.915,48563
14.6,25,0,0.915,48563
12.86,75,1,0.915,48563
8.75,55,1,0.915,48563
8.74,15,0,0.915,48563
6.83,35,1,0.915,48563
3.81,25,1,0.915,48563
2.61,15,1,0.915,48563
0.34,5,1,0.915,48563
0.16,5,0,0.915,48563
106.67,75,0,0.819,48610
42.86,55,0,0.819,48610
37.67,35,0,0.819,48610
28.34,15,0,0.819,48610
25.71,25,0,0.819,48610
12.11,55,1,0.819,48610
7.22,35,1,0.819,48610
6.54,75,1,0.819,48610
5.9,25,1,0.819,48610
4.22,15,1,0.819,48610
0,5,1,0.819,48610
0,5,0,0.819,48610
2.48,25,0,0.816,48729
2.05,55,0,0.816,48729
1.32,25,1,0.816,48729
1.29,15,1,0.816,48729
1.16,35,1,0.816,48729
0.83,35,0,0.816,48729
0.75,15,0,0.816,48729
0,5,1,0.816,48729
0,55,1,0.816,48729
0,75,1,0.816,48729
0,5,0,0.816,48729
0,75,0,0.816,48729
33.88,25,0,0.878,48939
33.78,75,0,0.878,48939
33.51,35,0,0.878,48939
32.43,55,0,0.878,48939
31.18,15,0,0.878,48939
11.12,25,1,0.878,48939
10.98,35,1,0.878,48939
10.41,55,1,0.878,48939
9.3,15,1,0.878,48939
8.29,75,1,0.878,48939
0.33,5,0,0.878,48939
0,5,1,0.878,48939
36.47,75,0,0.906,48977
27.06,55,0,0.906,48977
22.85,35,0,0.906,48977
13.47,25,0,0.906,48977
12.45,15,0,0.906,48977
11.89,35,1,0.906,48977
10.06,75,1,0.906,48977
9.35,55,1,0.906,48977
9.15,15,1,0.906,48977
7.25,25,1,0.906,48977
0.39,5,1,0.906,48977
0.37,5,0,0.906,48977
74.87,75,0,0.879,49181
34.24,55,0,0.879,49181
25.07,35,0,0.879,49181
17.55,15,0,0.879,49181
15.65,25,0,0.879,49181
14.38,75,1,0.879,49181
9.75,55,1,0.879,49181
7.9,35,1,0.879,49181
4.64,25,1,0.879,49181
2.8,15,1,0.879,49181
0.46,5,0,0.879,49181
0.24,5,1,0.879,49181
48.3,75,0,0.888,49489
36.01,35,0,0.888,49489
30.9,55,0,0.888,49489
21.81,25,0,0.888,49489
13.91,35,1,0.888,49489
13.75,55,1,0.888,49489
13.4,15,0,0.888,49489
12.05,75,1,0.888,49489
6.51,25,1,0.888,49489
4.11,15,1,0.888,49489
0.47,5,0,0.888,49489
0.33,5,1,0.888,49489
48.49,75,0,0.906,49552
22.99,35,0,0.906,49552
22.58,55,0,0.906,49552
16.22,25,0,0.906,49552
11.41,55,1,0.906,49552
10.93,15,0,0.906,49552
9.69,75,1,0.906,49552
9.31,35,1,0.906,49552
5.21,25,1,0.906,49552
3.78,15,1,0.906,49552
0.6,5,1,0.906,49552
0.57,5,0,0.906,49552
80.19,75,0,0.87,49621
42.54,55,0,0.87,49621
34.3,35,0,0.87,49621
26.48,25,0,0.87,49621
24.75,15,0,0.87,49621
23.5,75,1,0.87,49621
18.27,55,1,0.87,49621
14.74,35,1,0.87,49621
8.61,25,1,0.87,49621
5.57,15,1,0.87,49621
0.94,5,0,0.87,49621
0,5,1,0.87,49621
35.7,75,0,0.904,49666
24.67,35,0,0.904,49666
22.73,55,0,0.904,49666
19.71,25,0,0.904,49666
16.15,15,0,0.904,49666
7.71,35,1,0.904,49666
5.77,55,1,0.904,49666
4.69,25,1,0.904,49666
3.71,75,1,0.904,49666
3.21,15,1,0.904,49666
0.74,5,0,0.904,49666
0.34,5,1,0.904,49666
3.74,15,0,0.815,49781
2.41,55,1,0.815,49781
2.12,25,1,0.815,49781
2.07,35,0,0.815,49781
1.69,15,1,0.815,49781
1.26,25,0,0.815,49781
1.18,35,1,0.815,49781
0.72,55,0,0.815,49781
0.4,5,0,0.815,49781
0,5,1,0.815,49781
0,75,1,0.815,49781
0,75,0,0.815,49781
21.66,25,0,0.896,49861
21.48,55,0,0.896,49861
18.55,35,0,0.896,49861
8.3,15,0,0.896,49861
7.19,55,1,0.896,49861
4.58,5,0,0.896,49861
4.48,25,1,0.896,49861
4.36,15,1,0.896,49861
2.35,35,1,0.896,49861
0,5,1,0.896,49861
0,75,1,0.896,49861
0,75,0,0.896,49861
19.53,35,0,0.907,49906
13.81,25,0,0.907,49906
12.54,55,0,0.907,49906
11.91,75,0,0.907,49906
7.96,15,0,0.907,49906
5.22,35,1,0.907,49906
3.77,55,1,0.907,49906
3.53,25,1,0.907,49906
2.72,75,1,0.907,49906
2.58,15,1,0.907,49906
0.19,5,0,0.907,49906
0.17,5,1,0.907,49906
25.39,35,0,0.903,49974
21.79,75,0,0.903,49974
20.7,55,0,0.903,49974
17.28,25,0,0.903,49974
15.73,15,0,0.903,49974
7.97,35,1,0.903,49974
6.75,55,1,0.903,49974
6.59,25,1,0.903,49974
5.13,15,1,0.903,49974
3.64,75,1,0.903,49974
0.99,5,0,0.903,49974
0.71,5,1,0.903,49974
48.73,75,0,0.916,50167
25.75,55,0,0.916,50167
20.45,35,0,0.916,50167
14.48,25,0,0.916,50167
12.06,75,1,0.916,50167
8.92,15,0,0.916,50167
8.54,55,1,0.916,50167
6.83,35,1,0.916,50167
3.64,25,1,0.916,50167
2.87,15,1,0.916,50167
0.54,5,0,0.916,50167
0.23,5,1,0.916,50167
48.22,75,0,0.89,50173
33.69,35,0,0.89,50173
30.85,55,0,0.89,50173
23.05,25,0,0.89,50173
15,35,1,0.89,50173
14.27,55,1,0.89,50173
13.51,75,1,0.89,50173
12.58,15,0,0.89,50173
5.93,25,1,0.89,50173
4.13,15,1,0.89,50173
0.62,5,0,0.89,50173
0,5,1,0.89,50173
33.01,35,0,0.882,50232
30.5,55,0,0.882,50232
29.94,75,0,0.882,50232
25.82,25,0,0.882,50232
25.2,15,0,0.882,50232
12.7,55,1,0.882,50232
9.9,15,1,0.882,50232
9.38,35,1,0.882,50232
8.1,25,1,0.882,50232
2.46,75,1,0.882,50232
0,5,1,0.882,50232
0,5,0,0.882,50232
131.58,75,0,0.839,50260
36.8,35,0,0.839,50260
35.62,55,0,0.839,50260
28.69,15,0,0.839,50260
19.72,25,0,0.839,50260
19.05,55,1,0.839,50260
17.44,25,1,0.839,50260
8.4,35,1,0.839,50260
6.06,75,1,0.839,50260
4.24,15,1,0.839,50260
0,5,1,0.839,50260
0,5,0,0.839,50260
44.64,75,0,0.895,50528
27.28,15,0,0.895,50528
21.82,35,0,0.895,50528
19.49,25,1,0.895,50528
18.95,25,0,0.895,50528
18.05,55,0,0.895,50528
8.86,55,1,0.895,50528
4.98,35,1,0.895,50528
4.74,15,1,0.895,50528
0,5,1,0.895,50528
0,75,1,0.895,50528
0,5,0,0.895,50528
74.39,75,0,0.895,50639
33.28,55,0,0.895,50639
32.86,75,1,0.895,50639
26.82,35,0,0.895,50639
18.13,15,0,0.895,50639
18.08,55,1,0.895,50639
16.84,25,0,0.895,50639
10.39,35,1,0.895,50639
5.48,25,1,0.895,50639
4.96,15,1,0.895,50639
0.97,5,1,0.895,50639
0.46,5,0,0.895,50639
51.51,75,0,0.846,50788
34.43,35,0,0.846,50788
29.5,55,0,0.846,50788
19.91,25,0,0.846,50788
17.77,75,1,0.846,50788
16.38,15,0,0.846,50788
9.49,55,1,0.846,50788
8.19,35,1,0.846,50788
5.86,25,1,0.846,50788
4.22,15,1,0.846,50788
3.99,5,1,0.846,50788
0,5,0,0.846,50788
54.26,75,0,0.886,50893
38.22,35,0,0.886,50893
36.9,55,0,0.886,50893
22.77,25,0,0.886,50893
16.11,15,0,0.886,50893
15.91,35,1,0.886,50893
15.73,55,1,0.886,50893
11.29,75,1,0.886,50893
8.48,25,1,0.886,50893
6.24,15,1,0.886,50893
0.8,5,0,0.886,50893
0,5,1,0.886,50893
41.96,55,0,0.886,50919
40.5,35,0,0.886,50919
39.28,75,0,0.886,50919
31.68,25,0,0.886,50919
20.88,15,0,0.886,50919
19.29,75,1,0.886,50919
16.52,55,1,0.886,50919
15.41,35,1,0.886,50919
15.2,25,1,0.886,50919
10.39,15,1,0.886,50919
0.9,5,0,0.886,50919
0.4,5,1,0.886,50919
75.59,75,0,0.884,50979
34.08,55,0,0.884,50979
25.81,35,0,0.884,50979
17.9,25,0,0.884,50979
17.66,75,1,0.884,50979
12.7,15,0,0.884,50979
10.29,55,1,0.884,50979
6.78,35,1,0.884,50979
3.65,25,1,0.884,50979
1.21,15,1,0.884,50979
0.71,5,0,0.884,50979
0.25,5,1,0.884,50979
39.11,75,0,0.888,51379
37.74,55,0,0.888,51379
37.03,35,0,0.888,51379
30.39,25,0,0.888,51379
20.92,15,0,0.888,51379
17.22,75,1,0.888,51379
15.2,55,1,0.888,51379
13.24,35,1,0.888,51379
13.09,25,1,0.888,51379
8.43,15,1,0.888,51379
0.96,5,0,0.888,51379
0.37,5,1,0.888,51379
60.19,75,0,0.869,51391
39.25,55,0,0.869,51391
28.95,75,1,0.869,51391
27.71,35,0,0.869,51391
24.2,55,1,0.869,51391
23.41,25,0,0.869,51391
20.46,25,1,0.869,51391
11.65,15,0,0.869,51391
4,15,1,0.869,51391
0,35,1,0.869,51391
0,5,1,0.869,51391
0,5,0,0.869,51391
28.17,35,0,0.881,51662
26.51,15,0,0.881,51662
25.82,25,0,0.881,51662
19.11,55,0,0.881,51662
9.29,75,0,0.881,51662
5.74,35,1,0.881,51662
5.63,55,1,0.881,51662
4.62,25,1,0.881,51662
2.54,15,1,0.881,51662
1.64,75,1,0.881,51662
0.35,5,0,0.881,51662
0,5,1,0.881,51662
59.75,75,0,0.899,51749
30.02,25,0,0.899,51749
28.21,35,0,0.899,51749
27.4,75,1,0.899,51749
20.65,15,0,0.899,51749
20.02,55,0,0.899,51749
13.37,25,1,0.899,51749
11.76,35,1,0.899,51749
10.06,55,1,0.899,51749
0,15,1,0.899,51749
0,5,1,0.899,51749
0,5,0,0.899,51749
88.22,75,0,0.846,51774
44.14,55,0,0.846,51774
34.87,35,0,0.846,51774
24.94,25,0,0.846,51774
24.21,15,0,0.846,51774
20.84,55,1,0.846,51774
18.03,75,1,0.846,51774
12.96,35,1,0.846,51774
7.7,25,1,0.846,51774
6.68,15,1,0.846,51774
0.48,5,0,0.846,51774
0,5,1,0.846,51774
87.45,75,0,0.851,51841
38.87,55,0,0.851,51841
22.33,35,0,0.851,51841
20.32,25,0,0.851,51841
18.86,55,1,0.851,51841
11.95,15,0,0.851,51841
11.05,75,1,0.851,51841
4.68,35,1,0.851,51841
4.15,15,1,0.851,51841
2.98,25,1,0.851,51841
